542;49;04;19;28;35;06
543;35;54;37;42;49;46
544;11;33;56;47;17;34
545;43;35;57;29;40;17
546;46;04;54;17;13;05
547;04;59;13;53;28;30
548;51;49;14;47;59;58
549;13;51;58;22;46;08
550;17;56;16;38;39;45
551;56;48;57;21;12;46
552;22;54;52;47;49;09
553;43;46;58;53;54;04
554;47;29;31;15;60;42
555;49;05;23;33;45;31
556;08;45;30;33;17;10
557;18;49;38;23;08;12
558;59;57;07;58;31;14
559;53;25;36;13;17;06
560;32;18;11;30;02;58
561;39;49;36;20;55;01
562;37;35;23;16;57;55
563;34;08;23;44;51;05
564;38;13;32;20;10;49
565;31;37;35;07;45;34
566;17;06;20;18;13;37
567;57;58;11;38;41;31
568;25;41;17;29;13;22
569;32;15;14;09;03;57
570;35;32;36;33;51;15
571;14;31;12;13;51;50
572;33;03;20;60;09;16
573;59;29;17;06;40;22
574;32;23;02;10;44;17
575;18;29;21;48;35;05
576;18;43;52;39;07;08
577;31;47;28;23;08;24
578;48;03;58;18;56;23
579;15;34;39;17;04;09
580;38;16;18;28;15;47
581;30;25;52;14;39;17
582;13;40;29;59;45;51
583;55;06;41;20;43;07
584;30;53;23;07;32;08
585;24;39;12;33;57;36
586;45;38;13;11;54;39
587;30;02;36;18;60;29
588;45;13;46;55;53;11
589;13;07;33;59;06;08
590;25;51;05;18;04;28
591;58;03;18;50;34;01
592;55;14;59;47;13;42
593;27;29;01;59;25;49
594;10;53;55;29;13;47
595;54;02;43;01;50;25
596;43;60;28;11;54;14
597;42;40;27;22;56;29
598;05;16;53;38;50;34
599;06;45;51;09;23;04
600;18;39;54;34;31;16
601;37;19;29;30;10;22
602;38;60;13;07;55;46
603;04;08;11;29;12;44
604;41;49;51;25;15;46
605;44;52;53;04;49;24
606;41;06;23;55;32;35
607;06;59;11;27;19;41
608;30;06;37;19;24;13
609;15;02;59;60;06;58
610;25;49;30;43;47;45
611;22;21;33;16;48;49
612;55;33;15;50;53;18
613;54;55;13;44;06;19
614;60;31;12;48;57;16
615;27;31;08;10;51;05
616;24;16;26;54;12;02
617;25;05;49;36;33;03
618;60;10;03;08;24;13
619;16;12;46;14;08;19
620;22;01;29;13;32;03
621;29;31;50;26;57;49
622;59;27;19;29;50;38
623;42;23;55;30;09;49
624;39;23;34;52;08;43
625;59;12;32;42;24;40
626;49;08;22;18;07;39
627;19;13;45;58;56;01
628;08;16;22;56;58;30
629;40;47;39;16;51;15
630;16;53;20;60;12;45
631;01;28;47;20;44;32
632;02;54;48;51;19;28
633;27;46;05;50;11;22
634;13;41;24;42;10;56
635;49;42;37;08;20;26
636;30;32;34;50;28;26
637;52;58;43;48;11;18
638;42;10;50;41;11;36
639;51;39;35;60;45;13
640;12;42;59;46;19;60
641;17;13;33;09;01;34
642;51;17;56;36;44;40
643;14;45;24;37;40;42
644;57;29;31;27;34;14
645;52;48;24;53;54;03
646;13;47;60;32;49;10
647;56;19;11;14;12;54
648;05;48;23;42;45;29
649;09;54;41;48;33;24
650;53;59;25;29;10;24
651;39;45;28;26;48;60
652;24;18;57;56;10;20
653;31;24;19;34;09;05
654;10;11;56;40;41;06
655;26;39;01;37;43;48
656;59;37;46;36;35;51
657;20;59;58;33;60;16
658;41;20;36;03;11;06
659;14;29;40;34;51;52
660;53;05;38;54;46;11
661;42;40;27;04;55;36
662;04;60;56;25;18;23
663;01;49;30;55;27;51
664;12;01;55;59;38;36
665;08;47;07;48;25;18
666;07;26;16;29;45;55

